text,Bored,Angry,Sad,Fear,Happy,Excited
"onoF67 it's the undecided Scot voters who fear a Tory government who might now vote labour  , that I feel are being over looked",0.0481402316,0.2363038696,0.3030970015,0.2722451217,0.068904991,0.0713087846
"evinJPringle: One of many bizarre things about d_Miliband's anti-SNP stance is he doesn't reject deal with LibDems, who imposed aust…",0.0748292408,0.1579065972,0.2257978917,0.3501930736,0.0811164405,0.1101567562
"igeonJon: ◻️Tory.

◻️ Labour.

◻️ Lib Dem.

◻️ UKIP.

☑️ Pigeon.",0.0,0.2561239826,0.0976183477,0.1401652774,0.2384456327,0.2676467596
amesosh: Clegg talking crap on tuition fees. He wasn't between 'rock and hard place'. I was in the room when he decided to vote for it…,0.0567285141,0.3608280538,0.2332793612,0.1648286438,0.0636521467,0.1206832804
"erekScott1984: Despite the huge poll leads, many seats are still VERY close. Campaign harder than ever to drive home an SNPwin GE15 …",0.0413125778,0.2506029884,0.1422610992,0.156779113,0.1959358916,0.2131083299
ichardLochhead: Wow! Did he really say this? So now both Cameron &amp; Miliband written off Scotland then? GE2015 VoteSNP,0.0539608205,0.230493059,0.1845672799,0.2049328874,0.1921040489,0.1339419043
Does Farage turn into a cardboard cut out when he's not answering questions?,0.0394603889,0.2267947752,0.3022197072,0.3552080648,0.0147469102,0.0615701538
yshelthorpe: ConservativeCCh: RT DVATW: Off to the foodbank to fight off the hunger caused by evil Tory cuts... ,0.0337944287,0.2836058466,0.0763957944,0.1397101361,0.1242234875,0.3422703066
Pickavance: FT backs Tories! Who'd have guessed that FT leader writer Jonathan Ford was photod posing nxt to Boris in Uni club? http:/…,0.0553623719,0.1540136298,0.2398557541,0.2442064866,0.1596510329,0.1469107247
BCPolitics: Watch moment Ed Miliband stumbled as he left bbcqt stage ,0.0220156252,0.0627750499,0.3567964492,0.1525710693,0.2251076838,0.1807341226
"erryHassan: Clegg peddling the ""we could have been Greece"" disingenuous line. UK 5th biggest economy in world. bbcqt",0.0688946285,0.3085568878,0.1707671377,0.1643709443,0.1486328176,0.1387775841
But I must admit Nigel Farage is a good speaker. Give him credit there.,0.0552651291,0.1417476017,0.0981510076,0.1128310948,0.3491862244,0.2428189423
"icolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…",0.0482856832,0.2669388375,0.1264576558,0.1657886699,0.1449247069,0.2476044468
IDS IainDuncanSmith Chingford WoodfordGreen DWP PCS UKJCP Tory Conservative BattleForNumber10 MoD Army ,0.0387810034,0.207883709,0.1533725157,0.1550887401,0.1530006713,0.2918733606
"elipeChapman: The Economist: “we believe in the radical centre: free markets, a limited state and an open, meritocratic society.” http…",0.0222492905,0.1423200384,0.1107816606,0.1471797264,0.2439438111,0.333525473
onathanPlaid: Edward Miliband would rather give Tories key to 10 Downing St than work with national parties. Labour is now a wasted vo…,0.1624845654,0.2776076732,0.166101929,0.1850106584,0.1036507857,0.1051443883
"amerAnwar: 'Vote no 2Indy' lead UK by staying in, bt don't u dare try 2hav a voice unless U do what we tell u 2 do - ED MILL Time up …",0.0869526964,0.4858433232,0.1223630953,0.1076633564,0.1030135912,0.0941639375
"yvast: KLabour d_Miliband  So he will walk away and let the Tories in rather than work with democratically elected Scottish MPs 

…",0.0667189438,0.331896504,0.1160288,0.1441468313,0.145863478,0.1953454428
inastowell: This is quite something: Ed Miliband refusing point blank to admit Labour borrowed &amp; spent too much  …,0.1060681558,0.2350807291,0.2158864343,0.2900167137,0.0689015446,0.0840464225
I smell bullshit tbh.  ,0.3405271225,0.2010743447,0.1371523005,0.2458584761,0.0391925481,0.036195208
fficialDjDel: Ed Milliband for Prime Minister VoteLabour,0.0536380268,0.1150324028,0.0680367353,0.1232085908,0.2825067902,0.3575774541
KIP_Daily: - igel_Farage and KIP have the best defence plan for our Country - Get Britain out of the corrupt German led EU.,0.122933817,0.2068947068,0.0413869716,0.1230583395,0.1899379831,0.315788182
"ommy_Colc: FT come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it turdyAlex http://…",0.0797155016,0.164117452,0.1214102221,0.174550979,0.1769023714,0.2833034738
KLabour: Confirmed by d_Miliband - there'll be no deals and no coalitions with the SNP bbcqt ,0.0641058184,0.1945093325,0.201333987,0.1596513801,0.1693324643,0.2110670177
This doesn't matter Miliband has just confirmed Labour will not listen to or asked what Scottish MPs have to say.  ,0.2395553701,0.282809001,0.1915856126,0.161180808,0.0616993195,0.0631698888
"ursieDear25: imForScotland How is you lot threatening to fling your toys out of the pram so hard we end up with another Tory gov ""ca…",0.036551935,0.2201762495,0.2380296131,0.28159812,0.0714442184,0.152199864
Ohhh no come on NigelFarage KIP dont repeat your European speach.,0.18810396,0.2824772438,0.1859453045,0.2225703281,0.0630361211,0.0578670423
Farage's stance on foreign aid makes sense,0.1271454405,0.0747292993,0.1128634197,0.2304638126,0.216498151,0.2382998768
"D3V1NE imForScotland Nope, he said he wouldn't do any deals with the SNP. Good man.",0.0474524113,0.1950605583,0.1489725358,0.0889853208,0.3334069998,0.186122174
abourEoin: Another humongous lie from David Cameron. He has not clamped down on Tax Avoidance. Uncollected Tax has risen BBCqt http:/…,0.0599094584,0.2822218528,0.2743126337,0.1572605789,0.1245898528,0.1017056235
"ancman10: Tonight's YouGov poll:
LAB 35%
CON 34%
UKIP 12%
LDEM 8%
GRN 5%
7DaysToGo
GE2015",0.0276178088,0.2125450831,0.0747753891,0.1016527649,0.1838495497,0.3995594045
Miliband: I won't have Labour government if it means SNP deal: Labour leader strengthens SNP opposition on BBC... ,0.0349202448,0.2010365559,0.2085967529,0.2080078036,0.1574572709,0.1899813719
Why does Nigel Farage get his own TV show? BBCbias,0.1977226781,0.300562523,0.2189522958,0.1903171255,0.0298017567,0.0626436209
"abourEoin: Do not retweet this. I repeat, do not retweet this......... David Cameron would be most upset. BBCqt ",0.0247866471,0.4898658832,0.2393530137,0.1499303754,0.0406437585,0.055420322
edskyatnight: I don't think UKIP are closet racists. I think they're overt racists. AskNigelFarage,0.02979898,0.1497968379,0.2322733767,0.2744676056,0.098282726,0.2153804739
Farage is actually answering the questions straight refreshing,0.064895694,0.0656402599,0.0994753205,0.2515663449,0.2172260784,0.3011963023
Considering Plaid's entire strategy is hanging onto SNP coattails I'd hope there was more than a sketch... ,0.0442952991,0.1118670759,0.2339994389,0.4672630516,0.0656668216,0.076908313
"heintelligiser: RT BCDouglasF: Miliband gift to SNP: I'd rather Tories in power than SNP deal with Labour (works in England, unlikel…",0.0926240601,0.1890592738,0.1150000402,0.1821599332,0.1844474986,0.236709194
Please remember Tory labour &amp; lib dems are liars. GE2015 the absolutely lie to you .,0.1307349883,0.3178579939,0.1940309217,0.1311548157,0.1335814449,0.0926398355
"tardust193: AskNigelFarage AskNigel UKIP AskFarage Nigel got an applause there, nice.",0.0080827686,0.0391458591,0.0178087091,0.0296860481,0.7986481255,0.1066284896
"RozanneDuncan is unbelievably, ignorant, racist &amp; elected UKIP councillor in Thanet! Racism is more common than he admits AskNigelFarage",0.1025070165,0.6294444935,0.0903646723,0.0784337496,0.0394277913,0.0598222769
Miliband: I won't have Labour government if it means SNP deal: Labour leader strengthens SNP opposition on BBC... ,0.0349202448,0.2010365559,0.2085967529,0.2080078036,0.1574572709,0.1899813719
tvnews: Cameron says holding an EU referendum is a 'red line' for creating a coalition bbcqt GE2015  http://t.…,0.0357080091,0.192979363,0.1267987132,0.1505619581,0.2460209931,0.2479309635
rapdoorcat: Thanks Miliband! The Scottish voice clearly has no value in the UK. I suspect that many more Scots will now consider indep…,0.0499525693,0.2364029495,0.11838509,0.2254206855,0.2336416393,0.1361970664
tevenroy27: ndyReiver He just proved us all right. KLabour are just red Tories,0.0605867256,0.2261043027,0.134087358,0.1609745063,0.1950050366,0.2232420708
anBell1916: This is basic. A Miliband government will depend on the SNP. Anyone want to send a fast horse on the post road to London? …,0.0580246944,0.1174233876,0.0737169008,0.2163881921,0.2932449057,0.2412019194
eteWishart: We now know what Lab would do if Tories were the largest party but together we could lock them out. Labour would leave the…,0.0517162698,0.192871897,0.143503149,0.2725273889,0.1358753171,0.2035059782
Pickavance: FT backs Tories! Who'd have guessed that FT leader writer Jonathan Ford was photod posing nxt to Boris in Uni club? http:/…,0.0553623719,0.1540136298,0.2398557541,0.2442064866,0.1596510329,0.1469107247
"archerLord1: bbcqt Miliband:""We will NOT form a coalition with the SNP""
RT for absolute bollocks
FAV for ""I'm gullible and totally be…",0.0802233832,0.236650392,0.1982949187,0.2266577191,0.091051117,0.16712247
ealdealdanny: This BBC presenter seems to be annoyed by Farage and she won't let him answer fully. She's pushing her and the BBC's Age…,0.0478851317,0.4529509371,0.246321489,0.1497416979,0.041567233,0.0615335113
elki13: Milliband proving beyond all doubt Labour is an establishment party &amp; Scotland is only there to provide seat numbers AntiScot…,0.1470868243,0.1827187366,0.0785639686,0.1448703704,0.2199303009,0.2268297992
Why does Nigel farage stand like that,0.1332482893,0.2191627265,0.2993649558,0.2380874281,0.0073760334,0.1027605669
osscolquhoun: Watch d_miliband indicate he'd rather let in Tories than work with heSNP. voteSNP to make Scotland's voice heard ht…,0.0472649602,0.2471484547,0.1728488149,0.2148422581,0.1662177029,0.1516778091
abourEoin: Gosh!   Ed Miliband absolutely thumped David Cameron on the twitter worm tonight.... BBcqt ,0.0,0.1425149298,0.1696034461,0.2229916107,0.2773088868,0.1875811266
GO NIGEL igel_Farage UKIP AskNigelFarage,0.031363378,0.2183249271,0.0318168235,0.0525979189,0.1913375713,0.4745593812
"abourEoin: In a 28 minute interview tonight, David Cameron told 24 lies... I'll write up a list of them but you can scroll my tweets f…",0.1282420618,0.2156883316,0.1443754435,0.2115727601,0.1482477979,0.1518736051
"AngusMacNeilSNP: RT Elin_A_Roberts: ""What the leader of the opposition has said tonight is highly irresponsible"" LeanneWood on Miliband rul…",0.083106471,0.2455965224,0.1557071691,0.1823378739,0.1490967097,0.1841552538
UKIP make sense,0.2315708698,0.1733876001,0.135787918,0.1511403364,0.1389806753,0.1691326004
chwantz72: AskNicola Why do condone derogatory sectarian language by SNP candidate Brendan O'Hara?,0.0625355634,0.2542053924,0.2926503072,0.2078819241,0.0700592236,0.1126675893
olitics_co_uk: Nick Clegg was the surprise winner of the bbcqt debate  ,0.0632926379,0.1061751017,0.0576252298,0.1664948994,0.2881660368,0.3182460944
Farage is right. The EU’s protectionist CAP itself creates poverty among would-be exporters from Africa to Europe. bbcqt,0.0324014905,0.1496214988,0.1407388818,0.1287861798,0.2831516968,0.2653002522
"oskysplitscree: Trust a Sikh to get it bang on the button BBCqt  We shouldn't water down OUR culture to suit incomers.

UKIP",0.0249946894,0.2902192411,0.0815656815,0.1266263067,0.1918632117,0.2847308696
"racieSamuels: bbcqt The banker in the audience accusing ed Miliband of lying beggars belief, it was HIM and His greedy Tory bankers c…",0.0519582066,0.3653330475,0.1500855839,0.1646021943,0.110545396,0.1574755718
"obyperkinsmp: So Twitterworm says EdMili smashed Cam, yet Tories acting like they won. Guess they don't get tax credits deluded http…",0.252650272,0.208745694,0.1672116664,0.1581516797,0.0771699384,0.1360707496
"Farage: BBC poll coverage biased - “I think they are biased, I thought last night’s report they produced on... ",0.0698906332,0.2788612871,0.2390063907,0.2302510459,0.0929614386,0.0890292044
"homasmessenger: For all Tories claiming that Labour overspent and thus caused a global financial crisis, ahem... ",0.0917372589,0.228741132,0.1692905563,0.2623634601,0.1239551641,0.1239124285
cotNational: A bit late tonight .. Miliband prefers Cameron as PM to working with SNP. Tommorrow's front page from cotnational http:…,0.0643711824,0.0806639891,0.0872277306,0.1773019169,0.2984262957,0.2920088852
KIP: 70% of Britons support an Australian style points system. Retweet if you're one of the 70%. AskNigelFarage ,0.2135165532,0.1247947784,0.0234743937,0.0707933105,0.2862623853,0.2811585789
I won't be PM with SNP deal - Miliband (BBC)  cheaphosting ,0.0843573928,0.2337248715,0.2656776653,0.1878290347,0.0957596429,0.1326513928
"ilychurchh: I feel the election would be much more interesting with Gladstone and Disraeli instead of Cameron and Miliband, lol when p…",0.0434197398,0.0527902999,0.1006124558,0.3159848423,0.1934001615,0.2937925007
Farage ripping apart an audience that was clearly set up to try and make him fail.,0.1456550971,0.2794116267,0.2539746681,0.1730274027,0.0462988525,0.1016323528
"irrorPolitics: Bill Grimsey: Ignore Tory propaganda, the high street tells you where our economy’s really at  ht…",0.0502896285,0.2002415357,0.1599126126,0.1473840495,0.2098349593,0.2323372144
"Farage isn't always racist, sometimes he speaks truths about the country that the others are too afraid to say out of fear of being 'PC'",0.1106033815,0.205906114,0.2627938394,0.1766344732,0.1080255911,0.1360366008
oryboypierce: Cameron was calm and assured but Miliband seems rattled by hostile questions,0.1097833853,0.1964494223,0.2558611077,0.3012853306,0.0457891132,0.0908316408
"ommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.0553143482,0.2738132473,0.2353300422,0.1611514989,0.1398164778,0.1345743856
It's easy to write a tweet bashing Farage for favourites but at least he doesnt duck questions like Ed blatantly does and Dave does.,0.2167708607,0.283030572,0.1300579495,0.158944775,0.1294874714,0.0817083714
Election 2015 Nigel Farage: Live updates as Ukip leader is grilled by voters in Birmingham ,0.0889423876,0.1650537706,0.1465133488,0.2366049116,0.1587681792,0.2041174021
cotNational: Sturgeon: Trident is wrong priority  ,0.0981821506,0.3053904404,0.231206684,0.153642811,0.0819187507,0.1296591634
ichaelRosenYes: bbcqt I think the Tories can be trusted on the economy. They can be trusted to make the rich richer and the poor poor…,0.0364585965,0.1001518488,0.3261490077,0.1405412593,0.2246639679,0.1720353198
Why is Nick clegg sending me emails?!,0.0322214281,0.4491762863,0.2787731999,0.2074143354,0.0053678757,0.0270468747
"TUD6699: Nigel Farage says that homosexuality makes most people over 70 uncomfortable. 

I'm guessing they're just not using enough lu…",0.0743507984,0.2805757232,0.2462482016,0.1840555798,0.0996368301,0.115132867
"ommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.0553143482,0.2738132473,0.2353300422,0.1611514989,0.1398164778,0.1345743856
ineNewton KIP igel_Farage what's this slag you're using? Sounds foreign to me. Going to deport you now Deported,0.1393104647,0.373427973,0.0789832737,0.1304883026,0.1097150769,0.1680749091
eremylalala: Ed milliband almost did a kinnock bbcqt ,0.0732554544,0.1124373582,0.1452967116,0.2719401451,0.161246819,0.2358235117
mpp3d: 7 things David Cameron said on tonight's Question Time debate that weren't *quite* correct  …,0.063570669,0.1258452352,0.0957003133,0.2591378606,0.2342168826,0.2215290393
"ngusMacNeilSNP: Exclusive 
Milliband to resign 8th May - new Lab leader to deal with SNP 
simple 
bbcqt",0.0210061136,0.1228607294,0.0524739484,0.086899782,0.2800048894,0.4367545372
BCJamesCook: SNP leader icolaSturgeon - Scotland would never forgive Labour for preferring a Tory govt to a deal with the SNP. http:…,0.0645117131,0.2937304923,0.1109171069,0.1723724256,0.1624487534,0.1960195087
"igeonJon: ◻️Tory.

◻️ Labour.

◻️ Lib Dem.

◻️ UKIP.

☑️ Pigeon.",0.0,0.2561239826,0.0976183477,0.1401652774,0.2384456327,0.2676467596
"lin_A_Roberts: ""What the leader of the opposition has said tonight is highly irresponsible"" eanneWood on Miliband ruling out any dea…",0.1039066025,0.2720993907,0.139244252,0.2028756421,0.1166757086,0.1651984042
"homasmessenger: For all Tories claiming that Labour overspent and thus caused a global financial crisis, ahem... ",0.0917372589,0.228741132,0.1692905563,0.2623634601,0.1239551641,0.1239124285
ucymanning: Ed Miliband ruled out confidence &amp; supply on Marr on Sun.Labour aides were surprised not more people picked it up. Repeate…,0.0962163848,0.1839665529,0.1573440184,0.215945175,0.1838955021,0.1626323668
dballsmp: Tonight confirmed it: David Cameron and the Tories will cut child benefit if they win next week bbcqt ,0.0743143173,0.1623293323,0.1277978631,0.240152674,0.1634665141,0.2319392993
otzarelli: In a city where half the MPs are senior members of shadow cabinet and no Tory you'd expect audience to be more friendly to …,0.1801958499,0.1642469388,0.1800637655,0.2303042534,0.0956226659,0.1495665265
"bbcqt UKIP may not be a racist party, but are surely the I'm not racist,... but  party...
AskNigelFarage",0.0716477964,0.1886123549,0.1319361155,0.1705480833,0.1945089713,0.2427466786
"icolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…",0.0482856832,0.2669388375,0.1264576558,0.1657886699,0.1449247069,0.2476044468
"conBritain: Clegg standing up for Britain's EU membership is the Lib Dem leader at his best. Responsible, authentic, internationalist.…",0.0326931907,0.1423049902,0.0451631207,0.0847548832,0.2469726203,0.4481111948
Don't mention the war. Miliband nearly did once but I think he got away with it ge2015,0.0591154631,0.2063745984,0.2257052931,0.2181864965,0.153910469,0.13670768
Uh oh the racialist issue.....closetracists UKIP surely not! AskNigelFarage bbcqt Nigel hypocracy personified! ,0.0272684151,0.4959627225,0.1318236778,0.1706593827,0.0586937437,0.1155920583
"ommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…",0.0553143482,0.2738132473,0.2353300422,0.1611514989,0.1398164778,0.1345743856
artinSLewis: Miliband has grown in presentational confidence enormously - he had more humour and warmth than Cameron. bbcqt,0.035565209,0.1119324691,0.1928273789,0.2243797422,0.2317256769,0.2035695239
evaIndrik  ,0.1694542421,0.1536208867,0.1370943568,0.1207826763,0.2289203247,0.1901275134
"igeonJon: ◻️Tory.

◻️ Labour.

◻️ Lib Dem.

◻️ UKIP.

☑️ Pigeon.",0.0,0.2561239826,0.0976183477,0.1401652774,0.2384456327,0.2676467596
r_Slater: Only Ed Miliband and Labour will be able to save the NHS. That's why I want Ed4PM retweet if you do too. BBCQT …,0.074199426,0.1392961325,0.1035331855,0.1347592402,0.319050895,0.2291611208
".imForScotland You SLab folks really are self-saboteurs, aren't you? SNP dn't need to lay indyref2 groundwork - you're doing it for them.",0.2218633806,0.2758331455,0.1203927128,0.1163375966,0.1219112592,0.1436619054
arryPride: aitlis Can you please explain how Nick Robinson can be allowed to show such brazen and shameless pro Tory bias? I find it…,0.015671125,0.1860979699,0.2568335019,0.2613913595,0.0937870282,0.1862190154
tewartbremner: The Oh-Dear Hunter is playing a foolhardy and dangerous game with a gun the Tories loaded. GE2015 …,0.025926012,0.4300536449,0.0927980823,0.1411173082,0.1175883229,0.1925166297
"atashaDevonSET: Dear Voting Public, putting all other policies aside, remember Katie Hopkins has agreed to emigrate if Miliband become…",0.0649531933,0.2317669869,0.1077158454,0.167015032,0.2484338676,0.1801150748
Nigel Farage coming across as the dismal pub bore who believes he's right about every fucking thing and tells you about it at great length.,0.6175667643,0.2159700264,0.0641728727,0.0523243543,0.0232443271,0.0267216551
"eevor52: annahr391956 Actually, I'm rowing with new boys&amp;girls. What made you think I'd vote tory?",0.0265759424,0.112236259,0.0889624285,0.2395248916,0.277175487,0.2555249915
"homasmessenger: For all Tories claiming that Labour overspent and thus caused a global financial crisis, ahem... ",0.0917372589,0.228741132,0.1692905563,0.2623634601,0.1239551641,0.1239124285
I'm sure the Right-Wing Media will be just the same ! Predictable  ,0.6793086028,0.1170483273,0.0716230679,0.0726687667,0.0308481352,0.0285031
"=fcDan rEdsFM would be hilarious. Tories ahead, with Labour a point behind.",0.1147986499,0.1409515542,0.1199139491,0.2143072282,0.1974830439,0.2125455748
Lord Ashcroft: Tories are still the 'nasty party' - ,0.0831706893,0.1752709474,0.2114590456,0.2631520878,0.0862854177,0.1806618122
"etemcarthur: Why are Lab, Tory and LibDems so scared of democracy? Frightened that the people of Scotland have sussed out their corrup…",0.1231380057,0.1808302156,0.2420682631,0.3078296839,0.0614695417,0.0846642899
igel_Farage: Mr Cameron promised a referendum and never delivered. We need UKIP MPs in the House of Commons: AskFarage bbcqt http:/…,0.0219867973,0.2825553031,0.2503632834,0.1663895591,0.1230112897,0.1556937674
 Francetv info: L'économie au coeur de la campagne de David Cameron ,0.0,0.086154509,0.1409032258,0.1112587692,0.4171642442,0.2445192517
oray_Greig: imForScotland Wrong Jim. Miliband has just sacrificed Scottish Labour on an alter dedicated to the God of English Tory v…,0.0919859399,0.2144279534,0.1594419435,0.2314801884,0.1250872497,0.177576725
Get a cardboard Nick Clegg    liberaldemocrat libdem  libdemproblems liberals nickclegg clueless,0.055271505,0.2585890844,0.1916135064,0.210058358,0.106751294,0.1777162522
"oolFromTheHill: .bcnickrobinson Hey Nick, u do know ur meant 2b impartial don’t u? Its in BBC contract. U ought 2b mindful of that o…",0.0345565784,0.2178984521,0.1530785463,0.1745843843,0.2279024362,0.1919796026
Sweating David Cameron slammed over cuts and NHS on BBC Question Time  ,0.0466505495,0.1549635793,0.1521636691,0.3870818235,0.0612634362,0.1978769423
AnthonyStarr: New single featuring Tory Lanez coming soon!!! 100,0.023606077,0.04482355,0.0095893355,0.117474535,0.1591491036,0.6453573989
heSNP: Miliband's indication he'd rather let Tories back into power than work with SNP piles pressure on Scottish Labour - …,0.0938157732,0.2401907546,0.1483634842,0.2251642552,0.1136072837,0.1788584492
ndependent: Nigel Farage is talking about migrants with HIV again...   ,0.0599718214,0.1055594981,0.2639529448,0.4538009438,0.0307841872,0.0859306047
TScotPol: icolaSturgeon floundering a bit as she's unable to say who would hold the crucial negotiating role of SNP group leader aft…,0.0386196655,0.1506349421,0.1275086796,0.1934991135,0.2248209243,0.2649166749
llenapGwynn: eteWishart neither will the Welsh laid_Cymru eanneWood Ed Milliband and abour will be toast. 'Cut off his nose to…,0.0847267288,0.2147106328,0.1466635039,0.2775379763,0.1253276827,0.1510334754
UITARWIZARD01: ampbang oycottworkfare ITS ALL PART OF THE TORY PLAN BENT,0.041165296,0.1108572629,0.0549708478,0.105921567,0.2534494401,0.4336355863
"aitlis: Great line. "" if either of them think they'll have a majority they need to go and lie down in a darkened room"" says Clegg bbc…",0.1877649573,0.2914745773,0.131440661,0.1525697433,0.1246763613,0.1120736998
tardust193: AskNigelFarage AskNigel UKIP AskFarage bbcqt  UKIP have banned members of BNP and NF.  No other party has done that.,0.0499339396,0.2932652103,0.1502291786,0.1343159834,0.1894240986,0.1828315895
Ed Miliband switches lights off   Vote Labour electricity EdMiliband Labour ElectricityPrices Partyconference,0.1143889405,0.2669999447,0.1770882472,0.2063060262,0.1022394196,0.1329774218
"arlmaxim: UKIP isn't full of closet racists. A lot of them are clearly out of the closet. (Which upsets the closet homophobes).
AskNi…",0.0386929067,0.1710940801,0.2540113382,0.250758498,0.1216479349,0.1637952421
harlieElphicke: Labour spent too much &amp; borrowed too much. Ed Miliband makes it clear they aren't sorry &amp; would do it all over again h…,0.087302242,0.2877120528,0.2685606842,0.2254071791,0.0696582592,0.0613595827
"BCDouglasF: Miliband gift to SNP: I'd rather Tories in power than any SNP deal with Labour (works in England, unlikely to do so in Sco…",0.0710748862,0.2253207221,0.1739458209,0.1787428163,0.1650713843,0.1858443702
"ordAshcroft: YouGov/Sun poll CON 34%, LAB 35%, LDEM 8%, UKIP 12%, GRNS 5%",0.064877905,0.1839378122,0.2025419247,0.1872269925,0.1364055249,0.2250098408
"icolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…",0.0482856832,0.2669388375,0.1264576558,0.1657886699,0.1449247069,0.2476044468
"attDaySays: Farage saying you've got Sikh candidates is the political equivalent to ""I've got a black friend""",0.0359189941,0.112954652,0.2689966848,0.2561175923,0.0770658591,0.2489462177
Ed Milliband and David Cameron both struggled tonight IMO. bbcqt,0.0792318195,0.1240213561,0.2033572743,0.2134565175,0.1493910281,0.2305420046
"really hope ukip get as many seats as possible in the election, make parliament and pmq's interesting",0.0604549807,0.0747294224,0.0743954228,0.3637391486,0.1952729486,0.2314080768
"r_Bolo_1: Don't doubt it for a minute, the Tories are privatising the NHS. Don't give them another 5 yrs to finish the job.",0.0797154062,0.2897950643,0.1113828979,0.1140655988,0.2297715227,0.17526951
ordcollier: If Ed Miliband is running our country after the election then I'm leaving.,0.2222797481,0.1628236071,0.196019169,0.1710734599,0.1454611713,0.1023428446
Nearly had a Kinnock moment... ,0.0967868848,0.1431053764,0.2694304435,0.3808276754,0.0530406097,0.0568090102
Miliband: I won't have Labour government if it means SNP deal: Labour leader strengthens SNP o...  TeamFollowBack,0.0365528755,0.163130228,0.1747903073,0.1836658016,0.1690252737,0.2728355139
osscolquhoun: Watch d_miliband indicate he'd rather let in Tories than work with heSNP. voteSNP to make Scotland's voice heard ht…,0.0472649602,0.2471484547,0.1728488149,0.2148422581,0.1662177029,0.1516778091
pectator_CH: Miliband’s refusal to admit that Labour overspent could cost him dear  by gforsyth,0.0609749975,0.1645931706,0.0760143704,0.1715559822,0.2194808813,0.307380598
enTheJudge: Couldn't agree more with Farage's comments on foreign aid. It's an absolute farce AskNigelFarage,0.1181618229,0.4750293589,0.1056104722,0.1969048053,0.0506936824,0.0535998582
"d_Miliband: Working families can't afford five more years of the Tories, but in seven days time people can vote Labour to put working …",0.0797290233,0.2341296257,0.1222505995,0.1409081752,0.1475219053,0.275460671
"opeoverFear45: RT THE HELL OUT OF THIS 

Here is Ed Miliband handing the GE to the Tories 
labourdoorstep 
 htt…",0.0172925984,0.1424196146,0.0549949079,0.0909553483,0.2644240045,0.4299135264
"amesMelville: If Miliband would rather let Tories back in than ""do a deal"" with the SNP,  Labour will lose the whole of the UK, not ju…",0.1685784407,0.4127360176,0.1725313034,0.1349404574,0.0621694765,0.0490443043
"We're not racist, said the racist. 
UKIP",0.0786180524,0.2643043291,0.097471994,0.1281482105,0.2150002634,0.2164571506
"aryLineker: Thought Ed Miliband did well to stay on his feet. Many would have gone down under those circumstances, especially on the b…",0.1514307981,0.1584015985,0.2214617855,0.2478612278,0.1151345173,0.1057100728
"Wow, Ed would actually prefer Dave in number 10 than work with the SNP, totally baffling admission from the Labour leader, what a turnip!😶",0.100530483,0.2110824495,0.0867677284,0.2128552891,0.1916394646,0.1971245854
lbertobrave Clegg voted for those fees. He showed intent to treble them. Not a mistake. He's pathetic.,0.1250687674,0.3896479889,0.1631087747,0.104618684,0.1199822011,0.0975735839
anJukes17: Farage. Effortless and flawless.,0.0330898845,0.0916423698,0.0875268016,0.061398866,0.3222439956,0.4040980826
"homasmessenger: For all Tories claiming that Labour overspent and thus caused a global financial crisis, ahem... ",0.0917372589,0.228741132,0.1692905563,0.2623634601,0.1239551641,0.1239124285
abourEoin: Wow. Tory MPs can read each others' minds and type and the exact same time................ BBCqt ,0.0642872415,0.186125058,0.2151847304,0.2550146584,0.1355402735,0.1438480381
mccafferty49: Miliband saying he would rather have a Tory Govt than a Labour Govt supported by a democratic party supported by people …,0.146959721,0.2707353865,0.1557112958,0.1753509277,0.1281974477,0.1230452213
"ChrisInGlasgow: RT serialsockthief: When Labour decided to side with Tories in September, they hurt Scotland. This… ",0.0373210792,0.2804834059,0.3156433343,0.174804375,0.0877782952,0.1039695105
ames_gethin: .laidCeredigion on course for their worst result in 25 years in Ceredigion down to 26% UKIP Rising fast on 12% http:/…,0.0956133422,0.3544758621,0.2191120028,0.171134171,0.077480145,0.0821844769
Why the fuck has Farage been given this platform?,0.1142590775,0.4717666225,0.222027236,0.1486483196,0.0090274704,0.034271274
"Farage says UKIP is ""non-racist"". Talk to all your supporters about it then, Nigel: ",0.4381507876,0.2122455828,0.1130740155,0.1062560203,0.0653298385,0.0649437553
Liberal Democrat Problems on a train  liberaldemocrat libdem libdemproblems onatrain mponatrain,0.0644381799,0.3487068186,0.1434803174,0.2009123563,0.0795034079,0.1629589199
"TUD6699: Nigel Farage says that homosexuality makes most people over 70 uncomfortable. 

I'm guessing they're just not using enough lu…",0.0743507984,0.2805757232,0.2462482016,0.1840555798,0.0996368301,0.115132867
